Date,Open,High,Low,Close,Adj Close,Volume
2015-12-15,29769.832031,31129.976563,29771.164063,31129.976563,31129.976563,5560801857.0
2015-12-16,31122.416016,31122.416016,29691.414063,30219.71875,30219.71875,7170352910.0
2015-12-17,30209.291016,30433.953125,29905.164063,30309.119141,30309.119141,3188452550.0
2015-12-18,30293.767578,30894.730469,30234.357422,30712.289063,30712.289063,3989286546.0
2015-12-19,30708.048828,30842.458984,30258.443359,30626.566406,30626.566406,3172656700.0
2015-12-20,30620.738281,30647.962891,28798.130859,29333.193359,29333.193359,4996777662.0
2015-12-21,29343.332031,29498.919922,28306.130859,29067.248047,29067.248047,5144941970.0
2015-12-22,28987.527344,29417.623047,28836.689453,28918.878906,28918.878906,3367708768.0
2015-12-23,28928.681641,29406.259766,28920.332031,29265.490234,29265.490234,3119797352.0
2015-12-24,29311.134766,30280.46875,29262.222656,30037.0625,30037.0625,3773386882.0
2015-12-25,30028.482422,30255.232422,29843.957031,30080.162109,30080.162109,2579786716.0
2015-12-26,30086.960938,30201.365234,26786.449219,27546.550781,27546.550781,7668756573.0
2015-12-27,27496.380859,27991.033203,26992.615234,27912.871094,27912.871094,3537849863.0
2015-12-28,27947.199219,28399.136719,27672.263672,27928.308594,27928.308594,3282953052.0
2015-12-29,27916.337891,28688.501953,27900.189453,28688.501953,28688.501953,3418670577.0
2015-12-30,28709.503906,28815.148438,28038.787109,28349.837891,28349.837891,3115903786.0
2015-12-31,28300.330078,28659.066406,27719.962891,28503.232422,28503.232422,3044942722.0
2016-01-01,28513.429688,28864.216797,28273.705078,28763.769531,28763.769531,2402570152.0
2016-01-02,28782.841797,28878.207031,28600.589844,28704.431641,28704.431641,1993147335.0
2016-01-03,28713.703125,28724.630859,28096.636719,28467.287109,28467.287109,2623809083.0
2016-01-04,28470.597656,28897.769531,28404.460938,28842.994141,28842.994141,2562524545.0
2016-01-05,28841.529297,28875.925781,28606.195313,28734.496094,28734.496094,2296484779.0
2016-01-06,28727.578125,28727.578125,28475.316406,28630.658203,28630.658203,2271376876.0
2016-01-07,28691.107422,30699.703125,28691.648438,30651.65625,30651.65625,5859487299.0
2016-01-08,30617.527344,30918.945313,29928.976563,30292.625,30292.625,3809252539.0
2016-01-09,30302.849609,30386.865234,29868.810547,29917.064453,29917.064453,2157371141.0
2016-01-10,29958.972656,29963.716797,29431.828125,29957.382813,29957.382813,2407063830.0
2016-01-11,30004.660156,30145.320313,29649.515625,29950.595703,29950.595703,2701663590.0
2016-01-12,29934.166016,29934.166016,29155.285156,29155.285156,29155.285156,7736131422.0
2016-01-13,29086.695313,29090.662109,28364.167969,28940.148438,28940.148438,11638949836.0
2016-01-14,28934.591797,29027.767578,28761.880859,28960.326172,28960.326172,2957606857.0
2016-01-15,28956.892578,28956.892578,24688.744141,24688.744141,24688.744141,10391769716.0
2016-01-16,24739.025391,26465.939453,24050.605469,26261.222656,26261.222656,8155605139.0
2016-01-17,26235.201172,26493.585938,25756.783203,25912.609375,25912.609375,3071807807.0
2016-01-18,25874.244141,26275.494141,25496.455078,26214.679688,26214.679688,3683622784.0
2016-01-19,26205.066406,26219.388672,25669.970703,25760.529297,25760.529297,3172710973.0
2016-01-20,25732.814453,28895.318359,25517.40625,28553.074219,28553.074219,8270423636.0
2016-01-21,28512.441406,28721.595703,27559.816406,27818.306641,27818.306641,4633740095.0
2016-01-22,27783.658203,27828.177734,25357.804688,25833.050781,25833.050781,6182947508.0
2016-01-23,25829.132813,26646.960938,25798.537109,26170.677734,26170.677734,3798881899.0
2016-01-24,26211.943359,27398.214844,26171.960938,27216.056641,27216.056641,3702784754.0
2016-01-25,27171.886719,27171.886719,26307.046875,26534.853516,26534.853516,4000786569.0
2016-01-26,26553.550781,26996.376953,26486.648438,26575.228516,26575.228516,3940476822.0
2016-01-27,26594.949219,26977.386719,26549.970703,26934.443359,26934.443359,3234026336.0
2016-01-28,26946.308594,26973.712891,25856.458984,25894.181641,25894.181641,4034236909.0
2016-01-29,25881.857422,26093.568359,24885.162109,25754.027344,25754.027344,5845125751.0
2016-01-30,25712.695313,25851.960938,25551.578125,25671.296875,25671.296875,2055332573.0
2016-01-31,25673.875,25813.275391,24968.638672,25031.904297,25031.904297,2572265083.0
2016-02-01,25071.478516,25646.513672,24963.123047,25322.667969,25322.667969,3506405139.0
2016-02-02,25313.4375,25533.244141,25307.359375,25456.097656,25456.097656,2745065162.0
2016-02-03,25469.558594,25545.34375,24999.273438,25128.601563,25128.601563,3120003228.0
2016-02-04,25143.884766,26440.392578,25131.589844,26321.4375,26321.4375,4681011792.0
2016-02-05,26274.416016,26424.578125,26141.703125,26207.945313,26207.945313,2971326234.0
2016-02-06,26210.65625,26213.505859,25247.763672,25528.117188,25528.117188,3339092690.0
2016-02-07,25527.574219,25822.978516,25444.667969,25561.199219,25561.199219,2516368480.0
2016-02-08,25570.496094,25767.193359,25414.152344,25421.84375,25421.84375,3245138625.0
2016-02-09,25420.210938,25661.103516,25424.185547,25541.84375,25541.84375,3757520176.0
2016-02-10,25549.792969,26138.369141,25523.931641,25910.339844,25910.339844,5779579094.0
2016-02-11,25941.912109,25987.132813,25757.847656,25995.365234,25995.365234,5092586582.0
2016-02-12,25997.556641,26271.648438,25971.396484,26171.460938,26171.460938,4566164430.0
2016-02-13,26197.205078,26688.878906,26197.205078,26688.878906,26688.878906,4216694445.0
2016-02-14,26761.892578,27735.826172,26761.892578,27735.826172,27735.826172,5072026373.0
2016-02-15,27758.84375,27950.435547,27095.257813,27266.205078,27266.205078,5046719174.0
2016-02-16,27351.167969,27993.431641,27351.167969,27914.435547,27914.435547,5007148068.0
2016-02-17,27925.945313,28801.0,27878.615234,28457.189453,28457.189453,5686598695.0
2016-02-18,28474.279297,29190.226563,28410.4375,28959.244141,28959.244141,5262403864.0
2016-02-19,28983.722656,29008.984375,28620.490234,28838.5,28838.5,3818173945.0
2016-02-20,28894.425781,30291.375,28894.425781,29961.035156,29961.035156,6441748299.0
2016-02-21,30002.773438,30706.832031,29406.791016,30121.507813,30121.507813,6165787136.0
2016-02-22,30134.621094,30138.464844,29717.240234,30017.123047,30017.123047,5855008318.0
2016-02-23,30051.890625,30181.957031,28640.292969,28862.826172,28862.826172,5847868061.0
2016-02-24,28877.917969,29153.791016,28385.742188,29055.787109,29055.787109,4631893921.0
2016-02-25,29061.394531,29261.966797,28815.244141,29206.292969,29206.292969,4870513010.0
2016-02-26,29212.138672,29700.640625,28976.550781,29700.640625,29700.640625,4225766767.0
2016-02-27,29747.855469,29843.523438,29422.363281,29725.863281,29725.863281,2879234015.0
2016-02-28,29729.4375,29943.316406,29128.003906,29793.646484,29793.646484,3644852998.0
2016-02-29,29789.109375,30205.701172,29669.179688,29857.630859,29857.630859,4140307168.0
2016-03-01,29872.638672,29995.019531,29427.955078,29476.710938,29476.710938,5073696137.0
2016-03-02,29477.253906,29483.027344,28570.626953,28570.626953,28570.626953,5050885107.0
2016-03-03,28565.435547,28621.220703,28272.496094,28309.859375,28309.859375,6746546001.0
2016-03-04,28322.279297,28605.976563,27503.242188,27503.242188,27503.242188,6080798621.0
2016-03-05,27492.669922,27524.525391,26371.896484,26809.269531,26809.269531,9061019667.0
2016-03-06,26806.255859,27568.029297,26488.552734,27307.806641,27307.806641,6109321769.0
2016-03-07,27311.15625,27884.447266,27245.658203,27777.447266,27777.447266,5749794311.0
2016-03-08,27787.101563,28016.277344,27667.777344,27882.792969,27882.792969,4735795065.0
2016-03-09,27877.541016,27905.472656,27696.966797,27854.820313,27854.820313,4700815123.0
2016-03-10,27847.03125,28095.216797,27765.591797,28075.753906,28075.753906,5453391856.0
2016-03-11,28082.955078,28447.554688,28071.980469,28215.574219,28215.574219,4949364138.0
2016-03-12,28209.886719,28222.599609,27439.675781,27542.048828,27542.048828,6203484770.0
2016-03-13,27543.65625,27875.265625,27543.253906,27726.828125,27726.828125,4976840494.0
2016-03-14,27735.933594,27926.160156,27735.933594,27972.722656,27972.722656,6398707261.0
2016-03-15,27969.365234,28119.310547,27927.576172,28076.292969,28076.292969,4498194932.0
2016-03-16,28080.199219,28081.029297,28011.671875,28007.583984,28007.583984,4378054329.0
2016-03-17,28066.554688,28042.400391,28066.554688,28017.355469,28017.355469,5563798281.0
2016-03-18,28012.425781,28012.425781,26956.125,27183.216797,27183.216797,6965256078.0
2016-03-19,27164.433594,27278.529297,27029.363281,27242.6875,27242.6875,3877750675.0
2016-03-20,27239.832031,27520.113281,27239.832031,27462.367188,27462.367188,3049722940.0
2016-03-21,27440.0,27440.0,27298.544922,27492.232422,27492.232422,4101175400.0
2016-03-22,27480.589844,27915.025391,27461.488281,27912.123047,27912.123047,4460536083.0
2016-03-23,27916.931641,28057.414063,27856.208984,27966.648438,27966.648438,4110573969.0
2016-03-24,27992.273438,28001.318359,27781.470703,27860.298828,27860.298828,4572975444.0
2016-03-25,27867.925781,27942.292969,27799.875,27875.433594,27875.433594,3512017152.0
2016-03-26,27887.994141,27996.376953,27814.09375,27926.751953,27926.751953,2983504007.0
2016-03-27,27939.78125,28651.873047,27911.115234,28516.097656,28516.097656,4759491524.0
2016-03-28,28501.595703,28450.019531,28182.847656,28247.632813,28247.632813,4562624899.0
2016-03-29,28252.492188,28372.419922,27452.984375,27642.292969,27642.292969,5004722168.0
2016-03-30,27663.398438,27663.398438,27361.890625,27531.337891,27531.337891,4382683217.0
2016-03-31,27560.605469,27716.945313,27560.605469,27608.296875,27608.296875,3989257000.0
2016-04-01,27610.351563,27742.642578,27559.199219,27733.943359,27733.943359,3399770491.0
2016-04-02,27764.601563,28007.394531,27764.601563,27927.238281,27927.238281,3031198866.0
2016-04-03,27947.144531,27974.150391,27849.203125,27929.294922,27929.294922,2525072290.0
2016-04-04,27955.505859,27973.888672,27708.689453,27870.513672,27870.513672,3348496893.0
2016-04-05,27842.275391,28198.453125,27849.820313,28183.365234,28183.365234,4035652228.0
2016-04-06,28200.248047,28189.740234,28137.054688,28169.792969,28169.792969,3931341957.0
2016-04-07,28183.564453,28265.421875,27966.550781,28229.726563,28229.726563,3863635303.0
2016-04-08,28240.546875,28348.183594,27923.017578,27970.527344,27970.527344,4222351883.0
2016-04-09,28001.269531,28006.591797,27715.408203,27908.111328,27908.111328,3313266009.0
2016-04-10,27920.15625,28108.613281,27897.863281,28052.976563,28052.976563,4889633437.0
2016-04-11,28073.472656,28061.416016,27919.185547,28005.257813,28005.257813,3363914756.0
2016-04-12,28029.119141,28396.830078,28028.992188,28195.498047,28195.498047,4690217695.0
2016-04-13,28224.806641,28313.023438,28129.917969,28187.761719,28187.761719,4594056646.0
2016-04-14,28201.130859,28326.943359,28206.507813,28271.947266,28271.947266,3017290378.0
2016-04-15,28281.607422,28602.550781,28280.292969,28640.587891,28640.587891,3652547375.0
2016-04-16,28631.388672,28834.671875,28591.998047,28697.837891,28697.837891,2625549816.0
2016-04-17,28702.103516,28751.09375,28394.332031,28482.294922,28482.294922,3473722101.0
2016-04-18,28496.423828,28610.037109,28380.291016,28461.099609,28461.099609,3696892919.0
2016-04-19,28468.537109,28872.371094,28436.380859,28838.970703,28838.970703,3497058499.0
2016-04-20,28826.720703,29312.097656,28774.707031,29220.482422,29220.482422,4825411823.0
2016-04-21,29222.267578,29950.763672,29188.90625,29891.166016,29891.166016,4536281222.0
2016-04-22,29908.658203,29916.1875,29529.3125,29708.503906,29708.503906,3919330901.0
2016-04-23,29716.769531,30011.431641,29614.794922,30011.431641,30011.431641,3364867055.0
2016-04-24,30029.958984,30668.869141,29921.185547,30562.828125,30562.828125,4545443819.0
2016-04-25,30600.552734,31101.996094,30206.958984,30778.175781,30778.175781,5809223371.0
2016-04-26,30792.984375,31069.693359,30791.181641,30972.638672,30972.638672,5247856759.0
2016-04-27,30984.134766,31046.835938,29469.623047,29506.316406,29506.316406,6208311544.0
2016-04-28,29529.605469,29850.861328,28987.097656,29830.134766,29830.134766,4920503423.0
2016-04-29,29856.509766,30244.556641,29680.201172,30225.175781,30225.175781,3271493425.0
2016-04-30,30230.556641,30257.720703,29733.707031,29774.949219,29774.949219,4604046614.0
2016-05-01,29785.976563,30051.302734,29748.982422,30011.503906,30011.503906,2700460871.0
2016-05-02,30015.357422,30021.988281,29320.496094,29511.925781,29511.925781,6114312374.0
2016-05-03,29515.773438,30038.232422,29367.416016,29985.607422,29985.607422,3953190766.0
2016-05-04,29977.552734,29991.03125,29649.457031,29759.279297,29759.279297,3357983104.0
2016-05-05,29758.546875,29853.591797,29656.080078,29835.023438,29835.023438,3359337103.0
2016-05-06,29832.757813,30723.099609,29759.080078,30605.101563,30605.101563,4847560751.0
2016-05-07,30607.5,30676.486328,30453.341797,30534.050781,30534.050781,2554703564.0
2016-05-08,30526.923828,30592.714844,30364.044922,30535.400391,30535.400391,2684636322.0
2016-05-09,30512.625,30847.25,30331.919922,30722.828125,30722.828125,3702427490.0
2016-05-10,30725.162109,30824.751953,29902.582031,30058.148438,30058.148438,3930208181.0
2016-05-11,30056.082031,30312.263672,30055.947266,30146.568359,30146.568359,3369734481.0
2016-05-12,30127.857422,30367.164063,29911.064453,30354.947266,30354.947266,3994851001.0
2016-05-13,30360.554688,30551.841797,30272.523438,30459.261719,30459.261719,4067184025.0
2016-05-14,30469.488281,30537.203125,30400.169922,30459.328125,30459.328125,2487235605.0
2016-05-15,30465.210938,30661.265625,30445.158203,30618.162109,30618.162109,1908014309.0
2016-05-16,30619.367188,30660.453125,30267.732422,30373.966797,30373.966797,3957330748.0
2016-05-17,30363.667969,30371.595703,30306.257813,30342.5625,30342.5625,4286117839.0
2016-05-18,30336.412109,30611.236328,30307.435547,30530.847656,30530.847656,5832591897.0
2016-05-19,30524.466797,30521.332031,29602.074219,29602.074219,29602.074219,6479400801.0
2016-05-20,29539.863281,29971.779297,29512.736328,29835.609375,29835.609375,5525845350.0
2016-05-21,29855.15625,29909.884766,29770.232422,29870.117188,29870.117188,2882106324.0
2016-05-22,29872.138672,29886.226563,29590.212891,29609.623047,29609.623047,2672854822.0
2016-05-23,29611.308594,29968.847656,29574.125,29956.345703,29956.345703,3411572120.0
2016-05-24,29965.515625,30250.205078,29954.308594,30170.078125,30170.078125,4450147775.0
2016-05-25,30175.560547,30280.830078,30175.203125,30258.6875,30258.6875,4390144146.0
2016-05-26,30263.599609,30377.908203,30143.535156,30354.603516,30354.603516,4365472654.0
2016-05-27,30363.775391,32093.359375,30363.910156,31732.029297,31732.029297,11043786864.0
2016-05-28,31702.876953,35753.894531,31680.759766,35523.808594,35523.808594,12144138715.0
2016-05-29,35352.035156,37126.953125,34326.75,35273.394531,35273.394531,9969840573.0
2016-05-30,35423.410156,36530.71875,35055.675781,35838.453125,35838.453125,5904694187.0
2016-05-31,35860.402344,36770.992188,34988.484375,35724.015625,35724.015625,9307716600.0
2016-06-01,35705.261719,36640.25,35349.019531,36201.183594,36201.183594,5802613590.0
2016-06-02,36173.882813,36360.125,35891.234375,36199.757813,36199.757813,4062806813.0
2016-06-03,36180.246094,38494.710938,36070.285156,38130.019531,38130.019531,8174058789.0
2016-06-04,38164.253906,39532.648438,37798.019531,38366.695313,38366.695313,6358998116.0
2016-06-05,38405.613281,39042.015625,38128.949219,38517.421875,38517.421875,4613841253.0
2016-06-06,38492.300781,39174.257813,38492.300781,39112.992188,39112.992188,4818770044.0
2016-06-07,39106.847656,39428.117188,37836.269531,38493.902344,38493.902344,7194779084.0
2016-06-08,38531.957031,38738.683594,38247.832031,38683.640625,38683.640625,5338261640.0
2016-06-09,38720.75,38721.738281,38063.875,38350.058594,38350.058594,4758536048.0
2016-06-10,38430.609375,38768.09375,38315.3125,38657.167969,38657.167969,4484591867.0
2016-06-11,38737.769531,40641.742188,38737.769531,40615.699219,40615.699219,5513167001.0
2016-06-12,40813.652344,45845.03125,40636.585938,45037.707031,45037.707031,18548706659.0
2016-06-13,44962.0625,48004.488281,44489.066406,47298.355469,47298.355469,16337089480.0
2016-06-14,47306.953125,47288.917969,44634.679688,46135.242188,46135.242188,12563722085.0
2016-06-15,46143.71875,46698.117188,45155.742188,46578.589844,46578.589844,6655019645.0
2016-06-16,46716.355469,52074.816406,46716.496094,51575.824219,51575.824219,18282135149.0
2016-06-17,51722.480469,52147.886719,48113.15625,50224.535156,50224.535156,24365613679.0
2016-06-18,50214.273438,52174.808594,49219.921875,50715.304688,50715.304688,16948178864.0
2016-06-19,50746.21875,51411.519531,50004.496094,51221.445313,51221.445313,9132974118.0
2016-06-20,51231.238281,51527.914063,49421.117188,49792.835938,49792.835938,11786613089.0
2016-06-21,49702.125,49662.902344,43200.683594,45068.007813,45068.007813,20953299204.0
2016-06-22,45018.183594,45837.371094,39607.691406,40189.726563,40189.726563,17960029045.0
2016-06-23,40279.1875,42315.320313,37636.035156,41955.589844,41955.589844,17042531418.0
2016-06-24,42063.039063,46435.832031,42042.664063,45157.039063,45157.039063,15225470968.0
2016-06-25,45155.816406,46951.105469,43885.0625,45145.089844,45145.089844,8596750668.0
2016-06-26,45199.933594,45203.257813,41874.273438,42720.488281,42720.488281,7414029162.0
2016-06-27,42719.265625,44505.429688,42118.996094,44505.429688,44505.429688,8295182505.0
2016-06-28,44697.429688,44790.296875,43284.1875,43802.871094,43802.871094,9368857697.0
2016-06-29,43607.960938,43648.519531,42586.847656,43137.351563,43137.351563,9603486047.0
2016-06-30,43184.609375,45589.703125,42964.035156,45450.042969,45450.042969,9381108306.0
2016-07-01,45394.5625,46272.511719,45197.394531,45433.429688,45433.429688,9031048231.0
2016-07-02,45462.855469,47274.5625,45440.347656,47274.5625,47274.5625,7547919249.0
2016-07-03,47359.609375,47359.609375,43600.292969,44248.914063,44248.914063,8700590257.0
